,bus,rail_boardings,total_rides,is_sat,is_holi,avg_precip,temp_mid,temp_rng,temp_bs,hum_mid,hum_rng,wind_mid,wind_rng,pres_mid,pres_rng
2003-02-12,749254,523192,1272446,0,0,0.0,13.0,16,0.0,52.0,24,17.0,14,30.155,0.19000000000000128
2003-02-13,978871,597819,1576690,0,0,0.0,22.0,20,0.0,55.0,32,6.0,12,30.215,0.07000000000000028
2003-02-14,985806,594045,1579851,0,0,0.0,26.5,15,-0.5,76.0,34,10.5,21,30.1,0.14000000000000057
2003-02-15,543945,271823,815768,1,0,0.0,23.5,9,0.5,74.0,24,23.0,12,30.28,0.40000000000000213
2003-02-16,365939,188276,554215,0,1,0.0,22.0,8,0.0,68.0,20,20.5,9,30.35,0.22000000000000242
2003-02-17,709845,447938,1157783,0,0,0.0,25.5,9,0.5,80.0,26,8.5,17,30.14,0.21999999999999886
2003-02-18,974450,604717,1579167,0,0,0.0,30.0,12,0.0,84.0,18,12.0,10,30.04,0.10000000000000142
2003-02-19,982943,605097,1588040,0,0,0.0,32.5,13,-0.5,64.5,41,8.0,8,30.205,0.23000000000000043
2003-02-20,988095,611766,1599861,0,0,0.0,38.0,20,0.0,57.5,49,12.0,12,30.205,0.23000000000000043
2003-02-21,1005940,601156,1607096,0,0,0.0,38.0,20,0.0,59.5,59,5.0,10,29.935,0.28999999999999915
2003-02-22,529921,276538,806459,1,0,0.0,28.0,14,1.0,80.5,25,14.0,28,29.67,0.1999999999999993
2003-02-23,377363,185905,563268,0,1,0.0,20.0,12,0.0,55.5,25,12.5,15,29.96,0.379999999999999
2003-02-24,908324,574013,1482337,0,0,0.02,15.5,15,0.5,74.5,37,12.5,15,30.305,0.490000000000002
2003-02-25,897857,572520,1470377,0,0,0.0,10.5,15,-0.5,54.5,27,5.0,10,30.5,0.259999999999998
2003-02-26,939161,588630,1527791,0,0,0.0,21.0,14,0.0,57.5,33,6.5,13,30.255000000000003,0.23000000000000043
2003-02-27,951569,599144,1550713,0,0,0.0,23.5,13,0.5,49.0,32,6.5,13,30.135,0.07000000000000028
2003-02-28,1011530,597504,1609034,0,0,0.0,29.0,20,0.0,58.5,61,5.0,10,30.15,0.05999999999999872
2003-03-01,610177,291264,901441,1,0,0.0,32.5,9,-0.5,70.0,36,5.0,10,29.994999999999997,0.2699999999999996
2003-03-02,347417,182200,529617,0,1,0.0,23.5,17,0.5,73.5,29,13.5,15,30.015,0.3500000000000014
2003-03-03,822165,535306,1357471,0,0,0.0,22.0,20,-1.0,74.0,38,11.0,12,30.025,0.34999999999999787
2003-03-04,964967,606043,1571010,0,0,0.06,30.0,10,0.0,74.5,37,10.0,20,29.840000000000003,0.16000000000000014
2003-03-05,868551,583929,1452480,0,0,0.0,23.5,5,0.5,76.5,33,15.0,10,29.89,0.3000000000000007
2003-03-06,874641,573715,1448356,0,0,0.02,23.5,9,0.5,75.5,35,9.0,10,30.05,0.17999999999999972
2003-03-07,980484,584273,1564757,0,0,0.0,30.0,12,0.0,76.5,11,10.0,12,30.055,0.08999999999999986
2003-03-08,550093,274523,824616,1,0,0.1,29.5,29,0.5,79.0,28,14.0,20,29.93,0.5199999999999996
2003-03-09,335884,177874,513758,0,1,0.0,11.5,7,0.5,51.0,32,15.0,10,30.28,0.14000000000000057
2003-03-10,916661,573635,1490296,0,0,0.0,13.0,16,0.0,56.5,23,10.0,8,30.315,0.25
2003-03-11,971894,601034,1572928,0,0,0.0,31.0,26,0.0,58.0,30,14.5,15,30.035,0.28999999999999915
2003-03-12,981590,604333,1585923,0,0,0.0,39.0,12,0.0,76.0,32,8.0,16,29.975,0.2099999999999973
2003-03-13,978881,609896,1588777,0,0,0.06,31.0,6,0.0,78.5,29,15.0,22,30.18,0.3999999999999986
2003-03-14,1009566,615377,1624943,0,0,0.0,41.0,26,0.0,57.0,48,9.5,11,30.195,0.3500000000000014
2003-03-15,637081,381570,1018651,1,0,0.0,42.5,19,-0.5,84.0,32,6.0,12,29.97,0.16000000000000014
2003-03-16,429227,235438,664665,0,1,0.0,56.0,24,0.0,76.0,48,9.0,10,29.814999999999998,0.16999999999999815
2003-03-17,976703,597982,1574685,0,0,0.0,57.0,30,1.0,71.0,50,8.5,9,29.725,0.10999999999999943
2003-03-18,963349,596226,1559575,0,0,0.0,42.5,7,-0.5,84.0,26,14.5,13,29.845,0.129999999999999
2003-03-19,938499,586881,1525380,0,0,0.11,43.5,9,0.5,83.0,20,12.5,15,29.775,0.23000000000000043
2003-03-20,936654,594341,1530995,0,0,0.28,53.5,19,0.5,81.5,37,10.0,20,29.63,0.17999999999999972
2003-03-21,967479,588655,1556134,0,0,0.02,45.0,12,0.0,71.0,46,13.5,19,29.674999999999997,0.2699999999999996
2003-03-22,577660,292329,869989,1,0,0.0,42.5,7,-0.5,74.0,16,8.0,16,29.89,0.21999999999999886
2003-03-23,410745,215626,626371,0,1,0.0,53.0,18,0.0,55.0,42,5.0,10,29.935,0.10999999999999943
2003-03-24,962889,584149,1547038,0,0,0.02,61.5,27,0.5,50.0,34,14.0,16,29.79,0.17999999999999972
2003-03-25,973017,594589,1567606,0,0,0.09,50.5,13,0.5,58.0,56,9.0,10,29.924999999999997,0.129999999999999
2003-03-26,968581,594924,1563505,0,0,0.0,48.5,23,-0.5,51.0,46,8.5,17,29.950000000000003,0.120000000000001
2003-03-27,969195,593676,1562871,0,0,0.0,53.5,21,0.5,49.0,50,13.0,18,29.765,0.3299999999999983
2003-03-28,815984,552242,1368226,0,0,0.31,50.0,26,0.0,74.5,43,19.0,18,29.68,0.38000000000000256
2003-03-29,555638,280361,835999,1,0,0.0,33.5,7,0.5,61.5,27,8.5,17,30.095,0.4499999999999993
2003-03-30,372071,191109,563180,0,1,0.0,33.5,15,0.5,59.0,52,5.0,10,30.245,0.14999999999999858
2003-03-31,973924,577834,1551758,0,0,0.06,42.5,25,-0.5,52.0,54,11.0,22,29.94,0.5
2003-04-01,1028531,603564,1632095,0,0,0.0,64.5,33,-0.5,46.0,50,11.0,14,29.71,0.17999999999999972
2003-04-02,1020829,602855,1623684,0,0,0.0,57.0,30,0.0,62.5,39,9.0,18,29.795,0.06999999999999673
2003-04-03,995062,592074,1587136,0,0,0.22,45.0,12,0.0,84.5,17,8.5,17,29.810000000000002,0.16000000000000014
2003-04-04,912458,572837,1485295,0,0,1.22,37.5,9,0.5,93.5,13,14.0,28,29.630000000000003,0.1999999999999993
2003-04-05,593273,293496,886769,1,0,0.0,30.5,7,-0.5,70.0,36,12.0,12,30.07,0.6400000000000006
2003-04-06,370275,188467,558742,0,1,0.0,34.5,9,-0.5,60.5,17,15.0,18,30.29,0.26000000000000156
2003-04-07,873605,565391,1438996,0,0,0.07,33.0,6,0.0,76.0,34,15.5,17,30.14,0.21999999999999886
2003-04-08,947482,599769,1547251,0,0,0.0,33.0,2,0.0,83.5,17,12.0,8,30.299999999999997,0.16000000000000014
2003-04-09,986992,611985,1598977,0,0,0.0,37.0,14,-1.0,64.0,42,10.0,12,30.3,0.10000000000000142
2003-04-10,1007977,624279,1632256,0,0,0.0,42.5,25,-0.5,53.0,64,4.5,9,30.15,0.23999999999999844
2003-04-11,912918,600667,1513585,0,0,0.0,52.0,34,0.0,44.0,42,7.0,14,29.975,0.10999999999999943
2003-04-12,602670,321354,924024,1,0,0.0,42.5,11,-0.5,54.0,38,12.5,11,30.08,0.26000000000000156
2003-04-13,407540,219553,627093,0,1,0.0,51.0,30,0.0,55.5,53,8.0,8,30.22,0.120000000000001
2003-04-14,904517,593473,1497990,0,0,0.0,67.5,33,0.5,36.0,32,15.0,12,30.03,0.23999999999999844
2003-04-15,894368,606461,1500829,0,0,0.0,74.5,23,-0.5,35.5,29,19.0,14,29.805,0.23000000000000043
2003-04-16,836328,578259,1414587,0,0,0.0,57.0,22,0.0,50.5,41,12.5,11,29.77,0.14000000000000057
2003-04-17,815274,563613,1378887,0,0,0.02,44.5,7,-0.5,73.5,31,13.5,13,29.9,0.17999999999999972
2003-04-18,769997,482196,1252193,0,0,0.0,43.5,9,0.5,76.5,21,10.5,9,30.045,0.15000000000000213
2003-04-19,562148,263464,825612,1,0,0.0,61.5,37,-0.5,61.5,49,10.0,20,29.95,0.21999999999999886
2003-04-20,368478,172399,540877,0,1,0.09,60.5,19,-0.5,66.5,35,17.5,15,29.775,0.10999999999999943
2003-04-21,925231,572442,1497673,0,0,0.01,48.5,5,-0.5,69.5,27,15.0,12,29.83,0.16000000000000014
2003-04-22,964240,617403,1581643,0,0,0.0,47.0,12,-1.0,57.5,25,8.0,16,30.03,0.23999999999999844
2003-04-23,923474,613127,1536601,0,0,0.0,45.5,17,-0.5,46.0,44,5.0,10,30.18,0.11999999999999744
2003-04-24,961316,620140,1581456,0,0,0.0,49.5,21,0.5,51.0,46,7.5,15,29.975,0.2699999999999996
2003-04-25,979369,595103,1574472,0,0,0.0,51.0,16,1.0,47.0,18,14.0,14,29.814999999999998,0.08999999999999986
2003-04-26,588057,300728,888785,1,0,0.0,48.0,18,-1.0,44.5,51,9.0,10,29.92,0.13999999999999702
2003-04-27,403462,210716,614178,0,1,0.0,58.5,33,-0.5,39.0,38,10.0,12,29.97,0.17999999999999972
2003-04-28,962103,582145,1544248,0,0,0.0,64.0,18,0.0,44.5,39,6.0,12,29.9,0.05999999999999872
2003-04-29,958977,595629,1554606,0,0,0.03,57.0,22,-1.0,55.5,43,8.0,16,30.005,0.10999999999999943
2003-04-30,828642,567596,1396238,0,0,1.1,57.5,23,-0.5,82.0,36,10.5,13,29.84,0.29999999999999716
2003-05-01,971218,597161,1568379,0,0,1.3,50.5,9,-0.5,93.0,14,7.5,15,29.775,0.25
2003-05-02,1039212,616460,1655672,0,0,0.0,47.0,12,-1.0,64.0,58,14.0,16,30.03,0.21999999999999886
2003-05-03,645503,335590,981093,1,0,0.0,47.0,16,0.0,55.5,55,9.5,11,30.174999999999997,0.08999999999999986
2003-05-04,395799,214366,610165,0,1,0.93,51.0,18,-1.0,68.0,64,10.5,21,29.875,0.5499999999999972
2003-05-05,1006467,608082,1614549,0,0,0.15,62.5,19,-0.5,73.0,48,15.0,14,29.525,0.2900000000000027
2003-05-06,1007795,626276,1634071,0,0,0.0,59.5,17,0.5,65.0,30,9.0,10,29.815,0.25
2003-05-07,977279,610370,1587649,0,0,0.05,56.0,16,0.0,76.0,26,12.0,8,29.875,0.13000000000000256
2003-05-08,984692,605164,1589856,0,0,0.11,55.0,14,-1.0,78.5,31,11.0,22,29.924999999999997,0.19000000000000128
2003-05-09,992211,616706,1608917,0,0,1.22,68.5,31,-0.5,65.5,69,11.5,23,29.740000000000002,0.13999999999999702
2003-05-10,577508,301857,879365,1,0,0.52,66.0,14,0.0,77.5,33,10.5,21,29.560000000000002,0.40000000000000213
2003-05-11,322449,193398,515847,0,1,0.1,60.0,20,0.0,75.0,26,26.5,23,29.465,0.3100000000000023
2003-05-12,956974,580553,1537527,0,0,0.0,59.0,14,0.0,50.0,38,14.5,21,29.81,0.3200000000000003
2003-05-13,981698,602563,1584261,0,0,0.0,61.5,23,-0.5,44.5,37,8.5,17,29.995,0.07000000000000028
2003-05-14,911890,583198,1495088,0,0,0.28,54.5,9,-0.5,60.0,46,8.5,17,29.9,0.14000000000000057
2003-05-15,971525,598384,1569909,0,0,0.0,51.5,7,0.5,81.5,25,13.5,15,29.93,0.16000000000000014
2003-05-16,999630,589910,1589540,0,0,0.0,57.0,14,-1.0,69.5,27,10.0,10,30.03,0.09999999999999787
2003-05-17,614484,304723,919207,1,0,0.0,60.0,18,0.0,73.0,30,12.0,12,30.064999999999998,0.05000000000000071
2003-05-18,403043,207860,610903,0,1,0.0,61.0,20,-1.0,73.5,25,8.5,9,30.064999999999998,0.08999999999999986
2003-05-19,961806,579665,1541471,0,0,0.0,66.5,13,-0.5,78.5,19,9.5,11,30.025,0.08999999999999986
2003-05-20,966295,594508,1560803,0,0,0.13,59.5,17,0.5,66.5,55,13.5,15,30.16,0.3999999999999986
2003-05-21,992696,592768,1585464,0,0,0.0,51.5,11,0.5,58.0,26,12.0,10,30.355,0.14999999999999858
2003-05-22,967683,590893,1558576,0,0,0.0,53.0,16,0.0,57.5,57,7.0,14,30.240000000000002,0.09999999999999787
2003-05-23,969112,575372,1544484,0,0,0.04,55.0,18,1.0,52.5,43,7.5,15,30.134999999999998,0.129999999999999
2003-05-24,591523,301068,892591,1,0,0.0,58.0,24,0.0,49.0,44,11.5,13,30.005000000000003,0.08999999999999986
2003-05-25,408454,223466,631920,0,1,0.0,58.0,16,-1.0,62.5,35,11.0,14,29.994999999999997,0.08999999999999986
2003-05-26,380796,224023,604819,0,1,0.0,59.0,22,0.0,53.0,42,11.0,14,30.08,0.08000000000000185
2003-05-27,961009,597804,1558813,0,0,0.0,62.0,22,0.0,60.5,45,10.0,12,30.095,0.16999999999999815
2003-05-28,910537,586704,1497241,0,0,0.23,64.0,14,-1.0,70.5,39,14.5,21,29.86,0.28000000000000114
2003-05-29,961715,595331,1557046,0,0,0.0,59.0,14,0.0,63.5,49,7.5,15,29.810000000000002,0.08000000000000185
2003-05-30,988281,613622,1601903,0,0,0.07,61.0,20,0.0,74.5,51,11.5,23,29.575,0.4299999999999997
2003-05-31,575015,318134,893149,1,0,0.01,51.0,12,1.0,73.0,54,17.0,22,29.740000000000002,0.6600000000000001
2003-06-01,422827,245291,668118,0,1,0.0,50.5,23,-0.5,55.0,48,5.0,10,30.085,0.07000000000000028
2003-06-02,978201,583126,1561327,0,0,0.04,56.5,23,-0.5,58.5,43,6.0,12,30.005000000000003,0.129999999999999
2003-06-03,992041,610279,1602320,0,0,0.26,57.0,10,0.0,74.5,37,11.5,11,29.895000000000003,0.08999999999999986
2003-06-04,997077,615414,1612491,0,0,0.01,61.0,14,-1.0,50.5,31,7.5,15,29.880000000000003,0.08000000000000185
2003-06-05,991907,622481,1614388,0,0,0.0,64.0,28,0.0,53.5,47,6.0,12,29.96,0.0799999999999983
2003-06-06,962917,615632,1578549,0,0,0.13,64.5,15,-0.5,61.5,41,9.0,10,29.884999999999998,0.15000000000000213
2003-06-07,634650,354198,988848,1,0,0.0,68.0,18,0.0,64.5,57,6.0,12,29.78,0.09999999999999787
2003-06-08,380953,229228,610181,0,1,0.32,64.5,11,-0.5,71.0,44,10.5,21,29.665,0.08999999999999986
2003-06-09,987516,590887,1578403,0,0,0.0,66.0,22,0.0,67.0,54,9.5,11,29.805,0.21000000000000085
2003-06-10,940459,596552,1537011,0,0,0.1,68.5,17,-0.5,70.5,33,11.0,22,29.755,0.25
2003-06-11,961149,607043,1568192,0,0,0.0,61.0,16,1.0,82.5,21,12.5,17,29.78,0.16000000000000014
2003-06-12,969572,604883,1574455,0,0,0.0,62.5,15,-0.5,82.0,28,8.0,8,29.79,0.0799999999999983
2003-06-13,976147,592987,1569134,0,0,0.0,64.5,9,-0.5,81.0,26,5.0,10,29.84,0.10000000000000142
2003-06-14,626911,320029,946940,1,0,0.0,67.0,20,-1.0,68.0,40,7.5,15,29.96,0.16000000000000014
2003-06-15,421515,221822,643337,0,1,0.0,67.0,20,-1.0,67.5,27,10.5,9,30.075,0.07000000000000028
2003-06-16,955066,581387,1536453,0,0,0.0,68.5,19,-0.5,56.5,43,8.5,9,30.11,0.060000000000002274
2003-06-17,965718,601420,1567138,0,0,0.0,68.0,22,0.0,48.5,33,8.0,8,30.009999999999998,0.16000000000000014
2003-06-18,897454,587986,1485440,0,0,0.75,75.5,27,-1.5,65.5,57,12.5,25,29.84,0.17999999999999972
2003-06-19,946693,596124,1542817,0,0,0.0,61.5,13,-1.5,53.0,44,15.5,21,29.994999999999997,0.23000000000000043
2003-06-20,938177,611219,1549396,0,0,0.0,62.0,22,0.0,54.0,52,6.5,13,30.14,0.120000000000001
2003-06-21,610796,345895,956691,1,0,0.0,66.0,26,0.0,55.5,49,6.0,12,30.055,0.13000000000000256
2003-06-22,423283,242077,665360,0,1,0.0,72.5,23,-0.5,48.5,43,6.5,13,29.955,0.15000000000000213
2003-06-23,855955,568379,1424334,0,0,0.0,77.5,23,-0.5,45.5,35,11.0,10,29.945,0.10999999999999943
2003-06-24,928442,620552,1548994,0,0,0.0,82.0,22,0.0,49.5,33,12.5,11,29.985,0.08999999999999986
2003-06-25,841205,603880,1445085,0,0,0.0,83.0,20,-1.0,56.5,39,12.5,11,29.915,0.19000000000000128
2003-06-26,833307,600660,1433967,0,0,0.46,69.5,11,-1.5,66.5,55,15.5,17,29.880000000000003,0.16000000000000014
2003-06-27,890776,661150,1551926,0,0,0.0,70.5,23,-0.5,52.0,46,11.0,8,29.92,0.13999999999999702
2003-06-28,561500,350162,911662,1,0,0.0,74.0,16,0.0,63.0,42,10.5,13,29.9,0.08000000000000185
2003-06-29,421380,329753,751133,0,1,0.0,72.0,16,0.0,63.5,53,6.5,13,30.015,0.21000000000000085
2003-06-30,884729,611874,1496603,0,0,0.0,74.0,20,0.0,56.0,44,6.0,12,30.125,0.07000000000000028
2003-07-01,957351,634210,1591561,0,0,0.0,75.0,18,0.0,48.0,40,7.0,14,30.020000000000003,0.16000000000000014
2003-07-02,936777,640212,1576989,0,0,0.0,76.5,21,-0.5,51.0,38,6.0,12,29.865000000000002,0.15000000000000213
2003-07-03,983110,790702,1773812,0,0,0.0,81.5,19,0.5,53.0,30,11.0,12,29.795,0.11000000000000298
2003-07-04,471591,347887,819478,0,1,0.0,85.0,16,0.0,57.5,33,12.5,17,29.799999999999997,0.16000000000000014
2003-07-05,549605,363309,912914,1,0,0.7,78.5,19,-0.5,71.0,46,18.0,36,29.875,0.1700000000000017
2003-07-06,389816,269228,659044,0,1,0.98,78.5,21,-0.5,74.0,40,10.5,21,29.855,0.1700000000000017
2003-07-07,852771,569437,1422208,0,0,0.38,80.0,18,0.0,76.0,30,15.0,20,29.86,0.1999999999999993
2003-07-08,846175,579733,1425908,0,0,0.35,71.5,11,0.5,72.0,44,7.5,15,29.97,0.14000000000000057
2003-07-09,871942,598967,1470909,0,0,0.11,68.5,9,-0.5,76.5,35,9.0,18,29.955,0.25
2003-07-10,893195,614469,1507664,0,0,0.1,72.5,17,-0.5,73.0,42,13.0,16,29.72,0.16000000000000014
2003-07-11,907669,615433,1523102,0,0,0.0,68.0,14,0.0,63.5,29,9.0,18,29.78,0.16000000000000014
2003-07-12,607118,339152,946270,1,0,0.0,70.0,18,0.0,63.5,53,7.0,6,29.96,0.17999999999999972
2003-07-13,421579,257051,678630,0,1,0.0,72.5,19,-0.5,54.5,41,6.0,12,30.060000000000002,0.05999999999999872
2003-07-14,905206,611190,1516396,0,0,0.0,74.0,20,0.0,54.5,31,8.0,16,29.990000000000002,0.16000000000000014
2003-07-15,874304,618204,1492508,0,0,1.16,77.5,19,-0.5,69.0,50,16.5,17,29.884999999999998,0.19000000000000128
2003-07-16,915630,597927,1513557,0,0,0.0,72.0,18,0.0,57.0,42,6.0,12,30.064999999999998,0.129999999999999
2003-07-17,861722,579675,1441397,0,0,1.83,77.5,19,-0.5,75.5,49,17.0,22,30.075,0.14999999999999858
2003-07-18,902204,590356,1492560,0,0,0.0,68.5,9,-0.5,68.5,43,11.0,12,30.055,0.08999999999999986
2003-07-19,619480,324535,944015,1,0,0.0,69.5,25,0.5,60.0,54,4.0,8,30.049999999999997,0.120000000000001
2003-07-20,403847,224010,627857,0,1,0.19,76.0,16,0.0,74.0,26,11.0,22,29.84,0.28000000000000114
2003-07-21,883219,578363,1461582,0,0,0.47,74.0,16,0.0,76.0,36,10.5,21,29.685,0.21000000000000085
2003-07-22,889426,590880,1480306,0,0,0.0,68.5,9,-0.5,75.5,29,15.5,11,29.87,0.17999999999999972
2003-07-23,906650,622160,1528810,0,0,0.0,68.5,13,-0.5,63.5,41,10.0,12,30.005,0.10999999999999943
2003-07-24,896387,622281,1518668,0,0,0.0,68.0,22,0.0,50.5,43,6.0,12,30.09,0.060000000000002274
2003-07-25,903368,591792,1495160,0,0,0.0,72.5,19,-0.5,56.0,28,11.5,13,30.115000000000002,0.08999999999999986
2003-07-26,584819,312502,897321,1,0,0.0,77.0,14,-1.0,60.0,22,15.5,15,30.025,0.15000000000000213
2003-07-27,367151,222589,589740,0,1,0.09,75.0,14,-1.0,69.5,37,11.5,13,29.985,0.14999999999999858
2003-07-28,849172,562933,1412105,0,0,0.26,68.0,10,0.0,66.0,56,6.0,12,30.009999999999998,0.08000000000000185
2003-07-29,903830,615414,1519244,0,0,0.0,69.0,24,0.0,62.0,56,4.5,9,29.995,0.07000000000000028
2003-07-30,880392,616406,1496798,0,0,0.0,72.5,19,-0.5,58.0,34,8.5,9,30.005,0.07000000000000028
2003-07-31,889575,617395,1506970,0,0,0.0,75.0,18,0.0,61.5,29,9.0,10,29.955,0.08999999999999986
2003-08-01,912597,605206,1517803,0,0,0.18,77.0,22,-1.0,70.5,35,17.0,34,29.86,0.10000000000000142
2003-08-02,678701,399990,1078691,1,0,0.0,74.0,20,-1.0,70.5,47,7.0,14,29.855,0.07000000000000028
2003-08-03,387659,244986,632645,0,1,0.05,73.0,18,1.0,71.0,38,10.5,21,29.845,0.07000000000000028
2003-08-04,920408,585024,1505432,0,0,0.0,70.5,13,-0.5,79.0,30,7.0,14,29.880000000000003,0.05999999999999872
2003-08-05,918113,600556,1518669,0,0,0.0,71.5,15,0.5,74.0,32,5.0,10,29.895,0.07000000000000028
2003-08-06,883115,581895,1465010,0,0,0.06,75.5,13,0.5,70.5,39,5.0,10,29.905,0.05000000000000071
2003-08-07,923161,584026,1507187,0,0,0.0,75.0,12,0.0,72.0,36,8.5,17,29.95,0.10000000000000142
2003-08-08,903597,583831,1487428,0,0,0.01,73.0,10,-1.0,78.0,18,12.5,11,29.985,0.07000000000000028
2003-08-09,638279,371415,1009694,1,0,0.44,69.5,11,0.5,74.5,39,10.0,10,30.055,0.08999999999999986
2003-08-10,418764,244876,663640,0,1,0.0,73.0,18,0.0,66.0,48,6.0,12,30.025,0.129999999999999
2003-08-11,806587,566910,1373497,0,0,0.22,69.5,11,-1.5,80.5,31,8.0,16,30.04,0.10000000000000142
2003-08-12,864526,595230,1459756,0,0,0.0,71.5,7,0.5,77.5,19,12.5,7,30.155,0.16999999999999815
2003-08-13,875224,614427,1489651,0,0,0.0,74.0,12,0.0,74.0,32,9.0,10,30.285,0.10999999999999943
2003-08-14,857542,592601,1450143,0,0,0.01,78.0,12,0.0,78.0,26,5.0,10,30.3,0.10000000000000142
2003-08-15,873580,602111,1475691,0,0,0.0,81.5,17,-0.5,71.5,43,6.5,13,30.155,0.19000000000000128
2003-08-16,627785,363117,990902,1,0,0.0,83.0,16,0.0,62.0,40,10.5,9,29.95,0.17999999999999972
2003-08-17,462931,290507,753438,0,1,0.0,78.5,11,-0.5,64.0,48,9.0,10,29.98,0.11999999999999744
2003-08-18,821919,559214,1381133,0,0,0.0,76.5,15,-0.5,54.5,37,6.0,12,30.08,0.08000000000000185
2003-08-19,853603,577418,1431021,0,0,0.0,74.0,16,0.0,57.0,36,8.5,9,30.105,0.10999999999999943
2003-08-20,838351,567116,1405467,0,0,0.0,79.0,22,0.0,62.0,32,10.0,10,30.009999999999998,0.13999999999999702
2003-08-21,820578,562565,1383143,0,0,0.0,86.0,22,0.0,59.0,30,12.5,11,29.869999999999997,0.16000000000000014
2003-08-22,867524,576202,1443726,0,0,0.0,75.5,9,0.5,50.0,46,12.0,12,29.990000000000002,0.13999999999999702
2003-08-23,585510,313035,898545,1,0,0.0,73.0,14,-1.0,57.0,42,6.5,13,30.13,0.14000000000000057
2003-08-24,408305,227185,635490,0,1,0.0,76.5,21,-0.5,57.5,35,8.0,16,30.055,0.21000000000000085
2003-08-25,850528,561134,1411662,0,0,0.0,84.5,25,-2.5,55.0,46,10.0,10,29.965000000000003,0.08999999999999986
2003-08-26,836703,573211,1409914,0,0,0.11,82.0,18,0.0,61.5,35,12.0,16,29.865000000000002,0.11000000000000298
2003-08-27,862298,578962,1441260,0,0,0.0,78.0,16,-1.0,63.5,43,11.0,14,29.950000000000003,0.1999999999999993
2003-08-28,857707,578781,1436488,0,0,0.0,80.5,25,-0.5,60.0,36,11.0,10,29.93,0.21999999999999886
2003-08-29,902436,604839,1507275,0,0,0.28,75.0,10,1.0,64.0,60,7.5,15,29.965,0.2700000000000031
2003-08-30,622090,339474,961564,1,0,0.0,69.5,7,0.5,52.0,36,11.5,9,30.195,0.1700000000000017
2003-08-31,396860,242605,639465,0,1,0.35,66.0,8,0.0,74.0,40,10.0,8,30.2,0.14000000000000057
2003-09-01,326772,199296,526068,0,1,0.88,64.0,4,0.0,88.5,11,12.5,7,30.085,0.08999999999999986
2003-09-02,1025978,648864,1674842,0,0,0.0,67.0,10,0.0,80.0,28,7.0,14,30.09,0.0799999999999983
2003-09-03,1059974,650319,1710293,0,0,0.0,71.0,22,0.0,69.5,61,10.0,12,29.95,0.17999999999999972
2003-09-04,1040002,652383,1692385,0,0,0.0,65.5,13,-0.5,61.0,28,9.0,10,30.045,0.16999999999999815
2003-09-05,1044868,634834,1679702,0,0,0.0,64.0,18,0.0,65.0,42,6.5,13,30.16,0.0799999999999983
2003-09-06,625347,334013,959360,1,0,0.0,67.0,24,0.0,58.0,38,4.5,9,30.115000000000002,0.11000000000000298
2003-09-07,421385,222973,644358,0,1,0.0,73.0,22,-1.0,58.0,28,7.0,6,30.045,0.06999999999999673
2003-09-08,1028540,623072,1651612,0,0,0.0,74.0,16,0.0,59.0,28,4.5,9,30.075000000000003,0.05000000000000071
2003-09-09,1030074,632686,1662760,0,0,0.0,74.0,12,0.0,68.0,32,6.0,12,30.135,0.07000000000000028
2003-09-10,1019275,645858,1665133,0,0,0.0,74.0,16,0.0,72.0,32,7.0,14,30.145,0.07000000000000028
2003-09-11,1018196,639732,1657928,0,0,0.0,76.0,16,0.0,61.0,44,11.0,10,30.105,0.1700000000000017
2003-09-12,1002297,650171,1652468,0,0,0.06,73.0,18,0.0,69.0,36,12.0,12,29.935000000000002,0.15000000000000213
2003-09-13,601330,350594,951924,1,0,0.0,77.5,17,-1.5,63.0,50,10.0,8,29.939999999999998,0.09999999999999787
2003-09-14,386248,235410,621658,0,1,0.63,68.5,13,0.5,79.0,42,9.0,18,29.935000000000002,0.15000000000000213
2003-09-15,1015639,653569,1669208,0,0,0.0,64.0,18,0.0,58.5,51,10.0,12,30.04,0.0799999999999983
2003-09-16,1033950,663607,1697557,0,0,0.0,69.5,25,0.5,48.5,47,6.5,13,30.060000000000002,0.08000000000000185
2003-09-17,1023215,663761,1686976,0,0,0.0,71.5,21,0.5,51.0,42,13.0,16,30.13,0.10000000000000142
2003-09-18,1023301,647465,1670766,0,0,0.0,70.5,19,-0.5,56.5,37,10.0,10,30.009999999999998,0.26000000000000156
2003-09-19,1019769,642616,1662385,0,0,0.0,61.0,14,-1.0,59.0,44,13.5,17,29.97,0.3200000000000003
2003-09-20,618523,338787,957310,1,0,0.0,59.0,22,-1.0,55.5,49,6.5,13,30.189999999999998,0.120000000000001
2003-09-21,421320,231095,652415,0,1,0.0,65.0,24,0.0,56.0,50,10.0,12,30.075,0.28999999999999915
2003-09-22,992288,638244,1630532,0,0,0.38,63.0,12,0.0,69.5,49,8.5,17,29.83,0.16000000000000014
2003-09-23,1023379,655433,1678812,0,0,0.03,58.5,21,-0.5,56.5,53,11.5,11,29.93,0.11999999999999744
2003-09-24,973736,643836,1617572,0,0,0.11,62.5,15,0.5,60.0,60,11.5,7,29.810000000000002,0.1999999999999993
2003-09-25,1006367,648354,1654721,0,0,0.0,53.5,15,0.5,56.5,35,6.0,12,30.005000000000003,0.16999999999999815
2003-09-26,939175,643987,1583162,0,0,0.6,57.0,14,0.0,70.0,48,7.5,15,29.755000000000003,0.41000000000000014
