,bus,rail_boardings,total_rides,is_sat,is_holi,avg_precip,temp_mid,temp_rng,temp_bs,hum_mid,hum_rng,wind_mid,wind_rng,pres_mid,pres_rng
2008-04-01,1114418,637976,1752394,0,0,0.0,46.5,25,1.5,71.0,32,16.0,32,29.965,0.8900000000000006
2008-04-02,1118495,661969,1780464,0,0,0.0,40.0,20,0.0,60.0,50,6.0,12,30.42,0.18000000000000327
2008-04-03,1112511,663802,1776313,0,0,0.05,45.5,17,-0.5,60.0,58,10.5,13,30.1,0.4400000000000013
2008-04-04,1115690,653351,1769041,0,0,0.01,45.0,16,0.0,67.0,52,12.5,17,29.895,0.13000000000000256
2008-04-05,765299,356215,1121514,1,0,0.0,51.0,24,0.0,53.0,52,8.0,8,30.009999999999998,0.09999999999999787
2008-04-06,523895,249096,772991,0,1,0.0,53.5,21,0.5,50.0,42,11.0,12,29.939999999999998,0.1999999999999993
2008-04-07,1084375,638419,1722794,0,0,0.0,49.0,10,0.0,65.5,41,13.0,18,29.97,0.3200000000000003
2008-04-08,1063269,628618,1691887,0,0,0.5,46.0,8,0.0,83.0,34,8.5,17,29.925,0.4299999999999997
2008-04-09,1092341,646940,1739281,0,0,0.0,44.5,15,-0.5,74.5,37,10.5,21,30.015,0.4499999999999993
2008-04-10,994944,620427,1615371,0,0,0.59,46.0,18,0.0,91.0,18,15.5,15,29.87,0.6799999999999997
2008-04-11,999556,629067,1628623,0,0,0.06,51.5,25,0.5,74.5,45,15.5,21,29.439999999999998,0.16000000000000014
2008-04-12,664161,302616,966777,1,0,0.12,37.0,8,0.0,88.0,24,14.5,11,29.7,0.3999999999999986
2008-04-13,479293,216008,695301,0,1,0.05,38.0,6,-1.0,74.5,43,13.0,16,30.045,0.33000000000000185
2008-04-14,1088485,635754,1724239,0,0,0.0,42.5,15,-0.5,55.5,53,8.0,8,30.255000000000003,0.129999999999999
2008-04-15,1127401,649135,1776536,0,0,0.0,46.5,25,-0.5,47.5,33,12.0,16,30.17,0.2799999999999976
2008-04-16,1064026,661463,1725489,0,0,0.0,59.0,26,-1.0,43.5,29,21.5,19,29.91,0.20000000000000284
2008-04-17,1091387,665873,1757260,0,0,0.0,61.5,23,0.5,53.0,36,7.5,15,29.95,0.0799999999999983
2008-04-18,1097367,652105,1749472,0,0,0.0,66.0,18,0.0,55.0,40,13.5,15,29.825,0.14999999999999858
2008-04-19,686540,340662,1027202,1,0,0.09,56.0,8,0.0,85.5,17,7.5,15,29.805,0.14999999999999858
2008-04-20,519280,266945,786225,0,1,0.0,58.0,24,-3.0,70.5,45,6.5,13,29.92,0.09999999999999787
2008-04-21,1088521,651232,1739753,0,0,0.0,60.5,29,-0.5,62.5,29,7.0,14,30.015,0.08999999999999986
2008-04-22,1085729,671423,1757152,0,0,0.0,65.0,20,-1.0,56.0,26,8.0,16,29.985,0.08999999999999986
2008-04-23,1055157,650232,1705389,0,0,0.0,63.0,20,0.0,47.5,55,11.0,12,30.134999999999998,0.16999999999999815
2008-04-24,1021163,649514,1670677,0,0,0.05,63.0,20,0.0,54.5,65,15.0,20,29.990000000000002,0.3000000000000007
2008-04-25,1054844,629468,1684312,0,0,0.34,65.0,34,0.0,70.5,51,16.5,15,29.7,0.259999999999998
2008-04-26,698927,319314,1018241,1,0,0.0,48.0,18,0.0,52.5,47,20.0,22,29.96,0.33999999999999986
2008-04-27,481571,225896,707467,0,1,0.0,47.0,12,0.0,47.5,29,9.0,10,30.125,0.18999999999999773
2008-04-28,1009567,606882,1616449,0,0,0.18,41.5,9,0.5,75.5,35,9.0,18,29.975,0.19000000000000128
2008-04-29,1091930,652034,1743964,0,0,0.0,39.5,9,-0.5,60.5,31,12.0,16,30.15,0.09999999999999787
2008-04-30,1104713,662503,1767216,0,0,0.0,47.0,24,-1.0,51.5,23,9.0,10,29.975,0.3099999999999987
2008-05-01,1129443,680679,1810122,0,0,0.0,60.5,25,-0.5,64.5,31,11.5,13,29.72,0.1999999999999993
2008-05-02,1082350,641332,1723682,0,0,0.72,65.0,16,1.0,75.5,37,17.5,23,29.515,0.18999999999999773
2008-05-03,716121,344446,1060567,1,0,0.01,50.5,9,-0.5,75.0,36,13.5,17,29.729999999999997,0.4800000000000004
2008-05-04,536640,245821,782461,0,1,0.0,52.5,27,-0.5,54.0,58,5.0,10,30.045,0.11000000000000298
2008-05-05,1111775,633266,1745041,0,0,0.0,61.5,23,0.5,44.0,38,5.0,10,29.985,0.08999999999999986
2008-05-06,1122716,651484,1774200,0,0,0.0,68.0,28,0.0,43.5,45,9.0,18,29.87,0.21999999999999886
2008-05-07,1045666,631068,1676734,0,0,0.54,60.5,21,1.5,76.0,48,11.0,22,29.71,0.1999999999999993
2008-05-08,1112033,655364,1767397,0,0,0.0,53.5,11,-1.5,53.5,25,14.0,12,29.805,0.07000000000000028
2008-05-09,1117011,659889,1776900,0,0,0.0,50.0,14,0.0,59.5,45,7.0,14,29.86,0.14000000000000057
2008-05-10,742741,326525,1069266,1,0,0.0,51.0,20,-1.0,61.5,41,7.0,14,29.785,0.39000000000000057
2008-05-11,409987,193452,603439,0,1,1.46,53.0,14,-1.0,80.0,40,19.0,20,29.54,0.5799999999999983
2008-05-12,1070403,630574,1700977,0,0,0.0,47.0,12,-1.0,75.0,28,10.0,10,29.950000000000003,0.1999999999999993
2008-05-13,1092576,652724,1745300,0,0,0.32,59.0,28,0.0,60.5,67,15.0,22,29.955,0.2099999999999973
2008-05-14,1083589,650904,1734493,0,0,0.02,54.5,13,-0.5,81.5,29,8.5,17,29.91,0.29999999999999716
2008-05-15,1092014,662730,1754744,0,0,0.0,51.0,12,-1.0,64.0,44,8.0,16,30.07,0.11999999999999744
2008-05-16,1110816,668057,1778873,0,0,0.0,57.0,30,0.0,61.5,55,10.5,21,29.85,0.3200000000000003
2008-05-17,749048,350884,1099932,1,0,0.26,63.0,20,-1.0,58.5,71,12.5,15,29.605,0.10999999999999943
2008-05-18,518114,248679,766793,0,1,0.0,50.5,9,1.5,69.5,33,8.5,17,29.61,0.17999999999999972
2008-05-19,1076847,614865,1691712,0,0,0.0,50.5,17,-0.5,58.5,53,7.0,14,29.705,0.129999999999999
2008-05-20,1085719,634661,1720380,0,0,0.0,57.0,14,-1.0,49.5,33,7.5,15,29.665,0.08999999999999986
2008-05-21,1108988,647342,1756330,0,0,0.0,54.5,19,-0.5,50.5,35,11.0,12,29.689999999999998,0.120000000000001
2008-05-22,1097500,649513,1747013,0,0,0.0,50.5,9,-0.5,66.0,22,11.5,11,29.88,0.28000000000000114
2008-05-23,1074370,622769,1697139,0,0,0.0,53.5,11,-1.5,63.5,21,11.0,10,30.115000000000002,0.15000000000000213
2008-05-24,692374,371905,1064279,1,0,0.0,56.5,23,-0.5,55.5,61,7.0,14,30.18,0.11999999999999744
2008-05-25,502997,284612,787609,0,1,0.0,64.0,28,0.0,54.0,38,12.5,17,29.92,0.379999999999999
2008-05-26,460848,274870,735718,0,1,0.0,71.5,25,2.5,66.0,40,13.0,14,29.83,0.16000000000000014
2008-05-27,1026141,626634,1652775,0,0,0.0,48.5,9,-0.5,65.0,22,19.0,12,30.134999999999998,0.370000000000001
2008-05-28,1105899,647402,1753301,0,0,0.0,53.0,16,-1.0,59.5,53,10.5,11,30.355,0.14999999999999858
2008-05-29,1090598,653634,1744232,0,0,0.08,57.0,22,-1.0,57.5,63,4.5,9,30.13,0.28000000000000114
2008-05-30,1079526,637842,1717368,0,0,0.3,67.0,20,-1.0,74.5,45,17.5,27,29.810000000000002,0.3000000000000007
2008-05-31,788945,374327,1163272,1,0,0.0,71.5,15,0.5,66.5,53,14.0,16,29.78,0.16000000000000014
2008-06-01,566162,279274,845436,0,1,0.0,63.0,16,-1.0,55.5,23,6.0,12,29.92,0.09999999999999787
2008-06-02,1098574,638006,1736580,0,0,0.0,72.5,23,-0.5,50.5,43,6.0,12,29.865000000000002,0.16999999999999815
2008-06-03,1073873,643040,1716913,0,0,0.92,65.0,16,0.0,81.5,37,8.0,16,29.67,0.23999999999999844
2008-06-04,1114498,656098,1770596,0,0,0.0,68.5,19,-0.5,81.5,31,4.5,9,29.615000000000002,0.129999999999999
2008-06-05,1104182,673642,1777824,0,0,0.24,78.5,19,-0.5,74.5,39,10.5,21,29.705,0.15000000000000213
2008-06-06,1087144,661938,1749082,0,0,0.03,79.5,13,0.5,70.5,23,20.5,15,29.785,0.1700000000000017
2008-06-07,708308,358623,1066931,1,0,0.07,77.5,13,0.5,81.5,37,14.0,16,29.86,0.17999999999999972
2008-06-08,494209,281814,776023,0,1,0.99,76.5,21,1.5,76.5,35,13.0,26,29.805,0.21000000000000085
2008-06-09,1032999,630410,1663409,0,0,0.53,68.5,9,-0.5,84.0,32,11.0,14,29.805,0.10999999999999943
2008-06-10,1117614,685952,1803566,0,0,0.01,70.0,20,0.0,62.0,44,12.5,17,29.865000000000002,0.15000000000000213
2008-06-11,1100852,696784,1797636,0,0,0.0,76.0,20,-1.0,52.5,53,12.0,16,29.975,0.10999999999999943
2008-06-12,1026283,681143,1707426,0,0,0.0,82.0,18,0.0,50.5,19,17.0,14,29.89,0.17999999999999972
2008-06-13,1084190,655268,1739458,0,0,0.19,74.0,16,0.0,72.5,55,15.0,18,29.92,0.13999999999999702
2008-06-14,785252,368109,1153361,1,0,0.0,73.0,22,-1.0,53.5,49,10.5,11,29.925,0.10999999999999943
2008-06-15,495972,235961,731933,0,1,0.29,71.0,22,-1.0,74.5,43,20.0,32,29.895000000000003,0.2699999999999996
2008-06-16,999214,614395,1613609,0,0,0.0,67.0,12,0.0,58.5,39,12.5,15,29.9,0.17999999999999972
2008-06-17,1033341,643362,1676703,0,0,0.0,65.0,20,0.0,52.5,43,10.0,12,29.97,0.120000000000001
2008-06-18,1043814,654284,1698098,0,0,0.0,67.0,16,-1.0,54.5,35,8.0,16,29.915,0.05000000000000071
2008-06-19,1037717,659852,1697569,0,0,0.0,67.5,25,-0.5,55.0,50,6.0,12,29.92,0.08000000000000185
2008-06-20,996558,662324,1658882,0,0,0.04,71.0,22,0.0,52.5,41,9.0,18,29.95,0.0799999999999983
2008-06-21,741561,399150,1140711,1,0,0.01,72.5,19,-0.5,57.0,54,7.5,15,29.939999999999998,0.09999999999999787
2008-06-22,531761,282226,813987,0,1,0.02,71.0,20,-1.0,53.0,44,7.5,15,29.86,0.10000000000000142
2008-06-23,1019631,625987,1645618,0,0,0.0,66.0,18,-1.0,68.0,38,7.0,14,30.025,0.23000000000000043
2008-06-24,1046337,666522,1712859,0,0,0.0,69.5,25,-0.5,60.0,58,6.0,12,30.145,0.13000000000000256
2008-06-25,1005969,662936,1668905,0,0,0.11,72.5,13,-0.5,74.5,39,9.0,10,29.985,0.18999999999999773
2008-06-26,1052301,685526,1737827,0,0,0.0,79.0,16,-1.0,68.5,51,9.5,11,29.845,0.129999999999999
2008-06-27,1019687,693555,1713242,0,0,0.0,76.5,15,-0.5,73.0,34,11.5,23,29.744999999999997,0.129999999999999
2008-06-28,730245,483016,1213261,1,0,0.0,76.0,16,-1.0,57.5,67,15.5,19,29.665,0.07000000000000028
2008-06-29,505046,412562,917608,0,1,0.22,68.5,17,-0.5,74.0,52,10.0,20,29.765,0.28999999999999915
2008-06-30,1037295,679631,1716926,0,0,0.0,71.0,20,-1.0,56.0,56,9.0,18,29.96,0.120000000000001
2008-07-01,1098281,694175,1792456,0,0,0.0,70.5,27,-0.5,49.0,36,9.0,10,29.965,0.14999999999999858
2008-07-02,1043654,675750,1719404,0,0,0.12,76.5,25,-0.5,70.5,35,11.0,22,29.78,0.1999999999999993
2008-07-03,1143777,905742,2049519,0,0,0.0,65.5,11,0.5,63.0,28,13.0,14,29.965,0.25
2008-07-04,606974,421170,1028144,0,1,0.0,67.0,16,0.0,55.5,55,9.5,9,30.055,0.07000000000000028
2008-07-05,675949,409554,1085503,1,0,0.0,68.0,22,0.0,59.0,50,7.0,14,30.009999999999998,0.120000000000001
2008-07-06,520542,324341,844883,0,1,0.0,76.0,24,0.0,54.5,37,9.0,18,29.92,0.13999999999999702
2008-07-07,990782,608485,1599267,0,0,0.11,80.0,14,0.0,74.5,39,11.5,11,29.89,0.17999999999999972
2008-07-08,1052665,666338,1719003,0,0,0.28,78.0,16,0.0,72.0,42,10.5,21,29.8,0.10000000000000142
2008-07-09,1093064,686636,1779700,0,0,0.0,75.0,18,0.0,62.0,62,10.5,13,29.905,0.16999999999999815
2008-07-10,1029219,674645,1703864,0,0,0.43,74.0,20,-1.0,68.0,52,11.5,23,29.985,0.129999999999999
2008-07-11,1059114,682404,1741518,0,0,0.02,76.5,25,-0.5,70.5,39,8.0,16,29.97,0.17999999999999972
2008-07-12,718369,361910,1080279,1,0,0.55,75.0,14,-1.0,67.5,53,11.5,13,29.9,0.14000000000000057
2008-07-13,553236,291565,844801,0,1,0.0,70.5,17,-0.5,60.5,51,16.5,19,29.84,0.0799999999999983
2008-07-14,1058694,637119,1695813,0,0,0.0,73.0,22,0.0,57.0,46,7.0,14,29.9,0.120000000000001
2008-07-15,1088616,655456,1744072,0,0,0.0,78.5,25,-0.5,59.0,44,10.5,13,29.995,0.07000000000000028
2008-07-16,1063054,651228,1714282,0,0,0.0,82.0,18,0.0,65.0,34,9.0,8,30.095,0.10999999999999943
2008-07-17,1070349,656485,1726834,0,0,0.0,81.5,17,0.5,61.0,36,10.5,13,30.03,0.14000000000000057
2008-07-18,1050847,664271,1715118,0,0,0.0,82.0,18,-1.0,60.5,31,9.5,11,29.939999999999998,0.05999999999999872
2008-07-19,675968,342834,1018802,1,0,1.22,74.5,11,-0.5,84.5,31,9.0,18,29.905,0.10999999999999943
2008-07-20,546570,284611,831181,0,1,0.43,77.0,18,0.0,76.5,47,10.0,20,29.905,0.08999999999999986
2008-07-21,1024212,635587,1659799,0,0,0.13,77.0,14,-1.0,71.0,38,8.5,9,29.909999999999997,0.16000000000000014
2008-07-22,1077279,666303,1743582,0,0,0.06,70.5,9,-0.5,70.0,22,9.5,9,29.985,0.129999999999999
2008-07-23,1082583,672801,1755384,0,0,0.0,71.5,19,0.5,58.5,57,8.0,16,30.09,0.060000000000002274
2008-07-24,1062708,695993,1758701,0,0,0.0,71.0,22,0.0,52.5,45,7.0,14,30.04,0.0799999999999983
2008-07-25,1032058,683549,1715607,0,0,0.0,74.0,20,-1.0,68.0,28,8.5,7,29.975,0.10999999999999943
2008-07-26,733901,446775,1180676,1,0,0.0,77.0,14,1.0,59.0,62,8.5,9,29.925,0.07000000000000028
2008-07-27,520244,291389,811633,0,1,0.0,73.0,18,0.0,58.5,39,7.0,14,29.865000000000002,0.129999999999999
2008-07-28,996509,622637,1619146,0,0,0.0,77.0,14,-1.0,64.0,34,4.5,9,29.845,0.129999999999999
2008-07-29,1014276,654547,1668823,0,0,0.23,80.0,18,0.0,70.5,45,11.0,22,29.845,0.15000000000000213
2008-07-30,1009837,641527,1651364,0,0,0.0,81.0,18,-1.0,67.0,48,10.0,12,29.735,0.10999999999999943
2008-07-31,976117,652936,1629053,0,0,0.5,80.0,18,0.0,69.5,47,17.0,26,29.744999999999997,0.129999999999999
2008-08-01,1081564,766911,1848475,0,0,0.0,81.0,16,-1.0,75.5,37,5.0,10,29.775,0.08999999999999986
2008-08-02,764749,502705,1267454,1,0,0.0,74.5,11,0.5,63.5,41,9.5,11,29.89,0.16000000000000014
2008-08-03,549191,403165,952356,0,1,0.0,73.5,21,0.5,64.0,46,6.0,12,29.955,0.11000000000000298
2008-08-04,929003,636533,1565536,0,0,0.58,78.5,19,-0.5,81.5,37,18.5,37,29.92,0.1999999999999993
2008-08-05,997379,673384,1670763,0,0,0.06,79.5,17,-1.5,77.0,34,7.5,15,29.905,0.129999999999999
2008-08-06,1020516,684080,1704596,0,0,0.01,75.0,18,0.0,59.5,49,7.5,15,29.994999999999997,0.08999999999999986
2008-08-07,1024746,683487,1708233,0,0,0.01,72.5,17,-0.5,58.5,45,10.5,11,29.96,0.03999999999999915
2008-08-08,1041165,713105,1754270,0,0,0.0,71.0,14,-1.0,60.0,48,6.0,12,30.0,0.10000000000000142
2008-08-09,770627,431699,1202326,1,0,0.0,70.5,15,-0.5,66.0,14,10.0,12,29.895,0.10999999999999943
2008-08-10,542860,314698,857558,0,1,0.0,67.5,11,0.5,56.0,34,10.0,10,29.985,0.08999999999999986
2008-08-11,969826,623874,1593700,0,0,0.0,67.5,15,0.5,68.5,35,6.0,12,30.009999999999998,0.09999999999999787
2008-08-12,989226,632942,1622168,0,0,0.0,70.5,13,-0.5,63.5,33,5.0,10,29.89,0.14000000000000057
2008-08-13,973719,627548,1601267,0,0,0.0,71.5,11,-1.5,65.5,21,5.0,10,29.825,0.07000000000000028
2008-08-14,993155,638565,1631720,0,0,0.0,72.0,12,0.0,65.5,43,7.5,15,29.915,0.19000000000000128
2008-08-15,1038006,651338,1689344,0,0,0.0,70.5,15,-0.5,64.5,51,9.0,10,30.095,0.16999999999999815
2008-08-16,748347,414784,1163131,1,0,0.0,71.0,22,0.0,58.5,51,6.5,13,30.12,0.14000000000000057
2008-08-17,539476,317781,857257,0,1,0.0,74.0,20,0.0,59.5,31,9.5,9,30.0,0.11999999999999744
2008-08-18,974311,621522,1595833,0,0,0.0,75.0,18,-1.0,61.0,46,8.5,9,29.965,0.04999999999999716
2008-08-19,1012560,662493,1675053,0,0,0.0,75.0,18,0.0,69.0,30,6.0,12,30.04,0.10000000000000142
2008-08-20,1019019,671769,1690788,0,0,0.0,73.5,15,-0.5,64.5,39,8.0,8,30.11,0.0799999999999983
2008-08-21,1006682,679508,1686190,0,0,0.0,75.5,13,-0.5,60.0,22,9.0,10,30.02,0.10000000000000142
2008-08-22,1009399,677130,1686529,0,0,0.0,79.5,9,-1.5,76.5,27,14.0,14,30.03,0.08000000000000185
2008-08-23,750128,387758,1137886,1,0,0.0,80.0,20,1.0,69.5,35,10.5,13,30.0,0.10000000000000142
2008-08-24,547427,295072,842499,0,1,0.0,71.0,14,-1.0,61.5,27,10.0,12,30.035,0.07000000000000028
2008-08-25,1012339,631974,1644313,0,0,0.0,69.5,7,0.5,58.5,29,13.5,7,30.065,0.07000000000000028
2008-08-26,1051063,653148,1704211,0,0,0.0,68.5,13,-0.5,64.5,27,9.5,9,30.009999999999998,0.120000000000001
2008-08-27,1040926,650396,1691322,0,0,0.0,71.5,21,0.5,53.0,50,5.0,10,29.91,0.10000000000000142
2008-08-28,1022254,678635,1700889,0,0,0.02,73.5,15,-0.5,71.0,26,8.0,8,29.810000000000002,0.09999999999999787
2008-08-29,1080840,681463,1762303,0,0,0.0,76.5,15,0.5,62.5,57,6.0,12,29.9,0.22000000000000242
2008-08-30,766930,395205,1162135,1,0,0.0,75.0,24,0.0,57.5,59,4.5,9,30.07,0.10000000000000142
2008-08-31,557427,325462,882889,0,1,0.0,77.5,23,-0.5,51.5,49,6.0,12,30.115000000000002,0.11000000000000298
2008-09-01,500748,293458,794206,0,1,0.0,77.5,23,-0.5,50.0,46,6.5,13,30.08,0.120000000000001
2008-09-02,1131494,681719,1813213,0,0,0.0,81.5,27,-1.5,54.5,49,7.5,15,29.995,0.10999999999999943
2008-09-03,1166955,710304,1877259,0,0,0.0,72.5,9,-0.5,69.5,17,11.0,14,30.0,0.10000000000000142
2008-09-04,1025296,653827,1679123,0,0,2.66,65.5,5,0.5,85.0,24,11.0,10,29.795,0.33000000000000185
2008-09-05,1171756,698545,1870301,0,0,0.03,64.0,8,0.0,82.0,28,8.0,16,29.835,0.3299999999999983
2008-09-06,778425,416356,1194781,1,0,0.0,65.0,16,0.0,71.0,44,6.5,13,29.994999999999997,0.05000000000000071
2008-09-07,529779,273883,803662,0,1,0.01,65.0,16,-1.0,63.5,41,9.0,10,30.055,0.08999999999999986
2008-09-08,1058699,651127,1709826,0,0,1.01,61.5,17,-0.5,77.5,39,7.0,14,30.115000000000002,0.08999999999999986
2008-09-09,1176865,712792,1889657,0,0,0.0,58.0,20,-1.0,68.5,57,5.0,10,30.155,0.10999999999999943
2008-09-10,1167063,719905,1886968,0,0,0.0,61.5,21,0.5,61.5,43,4.5,9,30.215,0.10999999999999943
2008-09-11,1156490,719806,1876296,0,0,0.0,68.0,22,0.0,65.0,50,9.0,10,30.08,0.18000000000000327
2008-09-12,1120112,700943,1821055,0,0,0.54,71.0,4,0.0,93.5,13,8.0,8,29.945,0.07000000000000028
2008-09-13,597639,317145,914784,1,0,2.8,73.0,8,0.0,92.0,16,11.5,23,29.775,0.2900000000000027
2008-09-14,399483,231026,630509,0,1,1.77,65.5,13,0.5,91.0,18,11.5,23,29.655,0.46999999999999886
2008-09-15,1140716,692029,1832745,0,0,0.01,59.5,9,0.5,80.0,34,5.0,10,30.055,0.28999999999999915
2008-09-16,1168626,731344,1899970,0,0,0.0,60.5,21,-0.5,70.0,46,6.0,12,30.200000000000003,0.120000000000001
2008-09-17,1172871,740575,1913446,0,0,0.0,69.5,25,0.5,63.0,42,9.0,6,30.17,0.09999999999999787
2008-09-18,1169932,739141,1909073,0,0,0.0,68.0,10,0.0,68.5,37,8.5,9,30.27,0.10000000000000142
2008-09-19,1174967,743560,1918527,0,0,0.0,68.0,22,0.0,56.5,27,7.0,4,30.2,0.14000000000000057
2008-09-20,791707,447679,1239386,1,0,0.0,71.0,22,-1.0,63.5,39,4.5,9,30.155,0.05000000000000071
2008-09-21,551489,317922,869411,0,1,0.0,70.5,19,-0.5,70.5,47,4.5,9,30.240000000000002,0.120000000000001
2008-09-22,1140486,690356,1830842,0,0,0.0,72.5,19,-0.5,65.5,49,6.5,13,30.305,0.07000000000000028
2008-09-23,1163232,707370,1870602,0,0,0.0,72.5,19,-0.5,53.0,34,8.5,7,30.28,0.14000000000000057
2008-09-24,1148720,713572,1862292,0,0,0.0,72.0,20,0.0,59.0,38,4.5,9,30.255,0.07000000000000028
2008-09-25,1162318,720003,1882321,0,0,0.0,72.0,12,0.0,69.0,42,5.0,10,30.255000000000003,0.08999999999999986
2008-09-26,1090515,708141,1798656,0,0,0.0,70.0,16,0.0,62.5,61,5.0,10,30.145,0.1700000000000017
2008-09-27,753562,409500,1163062,1,0,0.0,67.5,25,-0.5,66.0,62,5.0,10,30.045,0.08999999999999986
2008-09-28,508469,280560,789029,0,1,0.0,65.0,8,0.0,78.0,20,7.0,14,30.095,0.10999999999999943
2008-09-29,1074139,671489,1745628,0,0,0.11,59.5,9,0.5,86.0,16,7.0,14,30.015,0.14999999999999858
2008-09-30,1137377,706085,1843462,0,0,0.0,55.5,11,0.5,71.0,44,10.5,11,29.945,0.04999999999999716
2008-10-01,1197836,724444,1922280,0,0,0.0,54.0,16,-1.0,64.5,37,10.5,11,29.955,0.11000000000000298
2008-10-02,1180204,731452,1911656,0,0,0.0,52.5,19,-0.5,63.0,38,11.0,10,29.925,0.14999999999999858
2008-10-03,1211992,706967,1918959,0,0,0.01,55.0,8,0.0,70.5,35,8.0,8,30.015,0.3100000000000023
2008-10-04,778642,387182,1165824,1,0,0.0,51.0,18,-1.0,66.0,38,5.0,10,30.225,0.10999999999999943
2008-10-05,512429,271121,783550,0,1,0.03,53.5,15,0.5,56.0,36,7.0,14,30.245,0.10999999999999943
2008-10-06,1166019,698883,1864902,0,0,0.0,62.5,15,-0.5,56.0,22,10.0,12,30.235,0.07000000000000028
2008-10-07,1133103,689214,1822317,0,0,0.85,60.5,7,-0.5,79.0,42,11.5,9,30.005,0.4299999999999997
2008-10-08,1141745,693515,1835260,0,0,0.3,57.5,11,0.5,83.5,33,9.5,11,29.84,0.20000000000000284
2008-10-09,1161478,703190,1864668,0,0,0.0,58.5,21,-0.5,53.0,60,6.0,12,30.04,0.1999999999999993
2008-10-10,1169810,716085,1885895,0,0,0.0,59.5,27,0.5,54.5,57,6.0,12,30.185000000000002,0.08999999999999986
2008-10-11,750797,444185,1194982,1,0,0.0,67.5,25,0.5,57.5,35,4.5,9,30.240000000000002,0.08000000000000185
2008-10-12,495211,436316,931527,0,1,0.0,74.5,23,-0.5,56.0,50,6.5,13,30.27,0.10000000000000142
2008-10-13,909500,599831,1509331,0,0,0.0,71.5,15,0.5,58.0,24,10.0,10,30.205,0.129999999999999
2008-10-14,1165787,704419,1870206,0,0,0.0,62.5,15,-0.5,62.5,63,10.5,21,30.21,0.16000000000000014
2008-10-15,1115651,694445,1810096,0,0,0.24,57.5,13,-0.5,74.5,39,7.5,15,30.05,0.17999999999999972
2008-10-16,1166556,715760,1882316,0,0,0.0,51.5,15,0.5,62.5,41,9.5,11,30.215,0.14999999999999858
2008-10-17,1162723,709679,1872402,0,0,0.0,50.0,10,0.0,66.5,33,9.0,10,30.265,0.07000000000000028
2008-10-18,766941,425998,1192939,1,0,0.14,53.0,14,0.0,69.5,47,6.0,12,30.3,0.10000000000000142
2008-10-19,537382,296713,834095,0,1,0.0,53.0,18,0.0,57.0,38,11.0,12,30.255000000000003,0.16999999999999815
2008-10-20,1092061,674708,1766769,0,0,0.31,50.5,9,-0.5,78.5,43,9.5,9,30.225,0.129999999999999
2008-10-21,1158146,701303,1859449,0,0,0.0,47.0,16,-1.0,68.0,36,10.0,10,30.365000000000002,0.129999999999999
2008-10-22,1149832,699333,1849165,0,0,0.0,47.5,13,-0.5,52.5,37,12.5,15,30.42,0.13999999999999702
2008-10-23,1144729,703527,1848256,0,0,0.01,49.5,21,-0.5,58.0,38,8.0,16,30.27,0.21999999999999886
2008-10-24,1036465,675065,1711530,0,0,0.63,49.5,11,0.5,78.0,32,7.0,14,29.97,0.3000000000000007
2008-10-25,718718,391521,1110239,1,0,0.0,47.5,11,0.5,79.5,41,13.5,13,29.770000000000003,0.1999999999999993
2008-10-26,492388,269253,761641,0,1,0.01,45.5,19,0.5,57.5,57,21.5,19,29.825,0.3500000000000014
2008-10-27,1085873,677343,1763216,0,0,0.0,40.5,11,-0.5,62.5,33,14.5,13,30.195,0.36999999999999744
2008-10-28,1129560,690269,1819829,0,0,0.0,38.5,13,-0.5,58.5,41,11.0,8,30.305,0.23000000000000043
2008-10-29,1123289,696994,1820283,0,0,0.0,42.5,17,-0.5,53.5,45,7.0,6,30.215,0.18999999999999773
2008-10-30,1142793,709395,1852188,0,0,0.0,49.0,28,-1.0,57.0,50,9.5,11,30.355,0.10999999999999943
2008-10-31,1135299,709363,1844662,0,0,0.0,60.5,21,-0.5,66.0,30,9.0,10,30.3,0.0799999999999983
2008-11-01,734026,385865,1119891,1,0,0.0,52.0,4,0.0,78.5,21,9.5,9,30.345,0.07000000000000028
2008-11-02,525585,278142,803727,0,1,0.16,59.0,22,-1.0,72.0,28,10.0,10,30.21,0.21999999999999886
2008-11-03,1178414,690751,1869165,0,0,0.0,64.0,18,0.0,60.5,33,11.0,10,30.145000000000003,0.08999999999999986
2008-11-04,1152333,786405,1938738,0,0,0.0,62.5,19,-0.5,54.5,29,10.5,9,30.095,0.15000000000000213
2008-11-05,1156522,715659,1872181,0,0,0.0,61.5,19,0.5,56.5,29,13.0,16,29.955,0.15000000000000213
2008-11-06,1101916,691666,1793582,0,0,0.23,59.0,14,1.0,74.5,37,13.0,14,29.815,0.10999999999999943
2008-11-07,1040709,678770,1719479,0,0,0.03,43.5,13,0.5,74.0,26,13.0,14,29.7,0.17999999999999972
2008-11-08,675404,398288,1073692,1,0,0.02,37.0,4,0.0,86.5,21,17.0,10,29.700000000000003,0.1999999999999993
2008-11-09,475132,267029,742161,0,1,0.0,33.5,7,0.5,71.0,30,14.0,12,29.965,0.3100000000000023
2008-11-10,1000224,656658,1656882,0,0,0.0,32.5,9,-0.5,61.5,29,6.5,13,30.235,0.18999999999999773
2008-11-11,891353,599602,1490955,0,0,0.15,32.0,10,0.0,79.5,41,7.0,14,30.255000000000003,0.23000000000000043
